CFSR,Station
0,2.9
1.002702138,1.7
0.002791485,0
0.794160363,11.2
0,0
0.029715831,0
5.907681252,0
0.300603521,4.4
0.005042682,0
2.95213408,0
0,0
0.960399764,0
0.273988044,0.8
