date,tmx,tmn,precip,wind,avgrh,maxrh,minrh,solar
1984-12-31,25.3380126953125,24.38299560546875,0,0.9376875540910987,69.2026538848877,72.5372085571289,63.88330841064453,0
1985-01-01,31.52301025390625,24.36199951171875,0,1.4560514950814347,51.25990295410156,67.939453125,34.4710807800293,22.493983447265627
1985-01-02,33.01800537109375,23.667999267578125,0,1.373038973659277,53.527322928110756,69.97373962402344,33.39040756225586,22.485147363281254
1985-01-03,31.733001708984375,23.628997802734375,0,1.5295058383295934,57.05501127243042,68.50411224365234,40.970703125,20.852607568359378
1985-01-04,32.1510009765625,22.665008544921875,0,1.3920440945463877,50.27143176396688,66.96788024902344,33.37919235229492,22.980998583984377
1985-01-05,31.795013427734375,21.035003662109375,0,1.3324907577286165,60.48513110478719,77.40409851074219,40.61250686645508,21.572269189453124
1985-01-06,32.0889892578125,22.207000732421875,0,1.8027164327601592,56.51707156499227,78.6919937133789,33.779991149902344,22.918446002197264
1985-01-07,32.3590087890625,24.095001220703125,0,1.5947294717965026,55.586372534434,73.26697540283203,33.304691314697266,22.861298583984375
1985-01-08,30.16400146484375,20.37799072265625,0,1.2034429150323074,65.56490166982015,88.7037582397461,46.572574615478516,8.261213063049317
1985-01-09,31.00299072265625,20.50201416015625,0,1.6423476127286751,64.59419663747151,87.61292266845703,42.48641586303711,20.002667431640628
1985-01-10,31.55999755859375,23.55499267578125,0,1.0510841465244691,60.56757736206055,73.86514282226562,42.650508880615234,20.35109053344727
1985-01-11,31.8179931640625,21.954010009765625,0,1.1650600626599044,59.84193197886149,78.41522979736328,40.538230895996094,22.636629931640623
1985-01-12,32.118988037109375,22.618988037109375,0,1.7592959956576426,54.65368922551473,73.62364196777344,34.221435546875,23.42575107421875
1985-01-13,31.3909912109375,21.68499755859375,0,1.7077933307737112,54.34323008855184,77.6830062866211,32.866146087646484,23.68783220100403
1985-01-14,31.99200439453125,21.709014892578125,0,1.986583586782217,54.973979791005455,77.29703521728516,32.965885162353516,23.49061303710938
1985-01-15,32.47900390625,23.305999755859375,0,1.646931930988406,52.57067608833313,75.0611801147461,29.083181381225586,23.67112763671875
1985-01-16,31.5260009765625,23.2349853515625,0,1.8288654256612062,54.180832068125405,72.05620574951172,33.307491302490234,23.731261083984375
1985-01-17,31.1669921875,22.889007568359375,0,1.5364107731729746,61.342244466145836,81.69770812988281,43.21328353881836,22.65480393791199
1985-01-18,31.998992919921875,22.881988525390625,0,1.3423253097571433,55.20647382736206,71.41854858398438,34.22787857055664,23.430480011272433
1985-01-19,31.657989501953125,22.5369873046875,0,1.0991089089463155,59.167543252309166,76.32704162597656,40.52933120727539,22.936162098312376
1985-01-20,32.5570068359375,22.363006591796875,0,1.5751910743614037,55.29808441797892,80.08999633789062,34.821327209472656,22.403366894531253
1985-01-21,32.81201171875,22.32000732421875,0,1.3020343308647473,52.75375556945801,74.96260070800781,35.51701354980469,22.671280755615236
1985-01-22,31.0419921875,23.066009521484375,0.061798139904567506,1.4241390377283096,60.120824019114174,76.2225341796875,42.476295471191406,22.466924577713016
1985-01-23,31.618011474609375,18.386993408203125,0,1.5289899166673422,56.074997345606484,98.71121215820312,30.21596336364746,23.77609055900574
1985-01-24,30.4849853515625,22.988006591796875,0,1.6093124356120825,59.63955529530843,78.59534454345703,38.22137451171875,22.43457590446472
1985-01-25,32.717987060546875,22.156005859375,0.020599372601282084,1.4060745087917894,56.990247090657554,82.35798645019531,32.04840850830078,24.013515251541136
1985-01-26,33.009002685546875,22.2239990234375,0,1.4400482401251793,53.399829705556236,70.92743682861328,30.788127899169922,24.12073526000977
1985-01-27,30.897003173828125,21.483001708984375,0.1029969374940265,1.827079317222039,60.996087074279785,78.1854476928711,41.23768615722656,20.9358017578125
1985-01-28,32.45098876953125,23.385009765625,0.058364855067338794,1.0095974600408226,53.014810959498085,71.43363952636719,31.177501678466797,23.245590728759773
1985-01-29,33.81500244140625,22.579010009765625,0,1.1970176332785438,53.589436054229736,76.90402221679688,31.612716674804688,24.212874462890632
1985-01-30,32.285003662109375,23.834991455078125,0,1.2404948609570663,49.02208646138509,67.75836181640625,30.34246253967285,23.27771204338074
1985-01-31,32.730987548828125,22.97698974609375,0,1.7716896409789722,50.78220017751058,71.70187377929688,30.69489288330078,24.7521392578125
1985-02-01,33.743988037109375,23.954010009765625,0,1.7185282623395324,49.073168913523354,67.70926666259766,25.273130416870117,25.107246881103514
1985-02-02,33.0360107421875,23.865997314453125,0,1.7693678761521976,53.29506301879883,69.82579040527344,31.912792205810547,21.09139126281739
1985-02-03,30.493011474609375,22.47198486328125,0,1.784082035223643,57.683276971181236,75.96783447265625,40.11836242675781,14.783280340862277
1985-02-04,33.19500732421875,19.22698974609375,0,1.546447077145179,59.92694250742594,98.66045379638672,30.74701690673828,24.72806162109375
1985-02-05,33.673004150390625,22.941986083984375,0,1.3015182916230212,56.242820739746094,82.83624267578125,28.237863540649414,24.93033704338074
1985-02-06,34.66900634765625,23.769012451171875,0,1.4650554126128554,53.893032709757485,79.13336181640625,28.158695220947266,24.542100878906254
1985-02-07,33.885986328125,24.824005126953125,0,1.6542245236535866,50.830804109573364,67.8595962524414,31.40560531616211,24.9028857421875
1985-02-08,33.635009765625,23.77899169921875,0,1.8098068659504254,54.129699071248375,70.90773010253906,34.562713623046875,24.618995068359375
1985-02-09,35.3599853515625,24.102996826171875,0,1.4978873537232478,56.06603813171387,77.06726837158203,32.4903564453125,24.487197819900516
1985-02-10,35.18499755859375,25.343994140625,0.4755019224830903,1.011972813711812,57.5326935450236,70.33051300048828,37.708438873291016,22.79536215820313
1985-02-11,35.81298828125,25.9219970703125,0,1.0328914294950664,50.02995959917704,61.75212860107422,30.16254425048828,24.285096368694305
1985-02-12,34.86199951171875,23.90301513671875,0,1.5034658899530768,48.92716256777445,64.23677062988281,30.526945114135742,25.051560661697387
1985-02-13,34.472991943359375,24.23199462890625,0,1.6209877915680408,46.15432405471802,61.58391189575195,27.311145782470703,25.38500581054688
1985-02-14,32.989990234375,24.464996337890625,0,1.672951265310985,50.404494524002075,65.40071868896484,30.57393455505371,25.165740618896486
1985-02-15,34.98199462890625,23.220001220703125,0,1.448519192636013,50.25092577934265,69.27286529541016,30.966445922851562,25.2664834728241
1985-02-16,35.1199951171875,24.061004638671875,0,1.8076520214478176,47.35199515024821,66.98332977294922,23.756526947021484,26.06287893791199
1985-02-17,36.295989990234375,24.467010498046875,0,1.490799196685354,50.94286394119263,69.68936157226562,29.6795654296875,25.031358527755735
1985-02-18,34.735992431640625,25.011993408203125,0,1.6393090467900038,46.06692806879679,66.29679870605469,31.774356842041016,25.77762817382813
1985-02-19,34.626007080078125,23.3380126953125,0,1.4181730778266985,39.67159287134806,58.50321578979492,18.73637580871582,26.827254931640624
1985-02-20,34.571014404296875,24.14300537109375,0,1.3635017424821854,51.275553941726685,70.90855407714844,29.62662696838379,25.42302420158387
1985-02-21,34.636993408203125,24.053985595703125,0,1.7685767024134595,50.36708815892538,67.24898529052734,29.001262664794922,26.02226689453125
1985-02-22,34.60101318359375,25.0360107421875,0,1.9985159269223611,49.10792350769043,64.5262680053711,29.271930694580078,26.22560844726562
1985-02-23,33.800994873046875,24.010986328125,0,1.5617867166486878,46.9359606107076,62.762657165527344,24.938894271850586,26.78387958984375
1985-02-24,34.343994140625,24.63800048828125,0,1.3268765756802168,45.29354659716288,62.130062103271484,24.618669509887695,26.4526787109375
1985-02-25,33.529998779296875,24.243011474609375,0,1.7893494743232925,50.10333903630575,66.8923110961914,25.741741180419922,26.80897281990051
1985-02-26,33.2030029296875,23.7760009765625,0,1.412649080855772,49.621078888575234,67.65123748779297,26.203062057495117,26.754185285568234
1985-02-27,33.394989013671875,23.855010986328125,0,1.4834422077983618,52.60135873158773,69.02873992919922,33.19683837890625,26.532835400390628
1985-02-28,35.993011474609375,24.045013427734375,0,1.437315425214668,56.0922646522522,76.4955825805664,32.9438591003418,25.449249462890627
1985-03-01,32.85101318359375,24.962005615234375,0,0.976850753761828,60.303748016357424,73.06709289550781,44.95357131958008,22.91285009289551
1985-03-02,34.8699951171875,25.048004150390625,0,1.4366686195135117,54.14708812420185,71.4463882446289,32.058380126953125,25.550466301081727
1985-03-03,35.78399658203125,25.468994140625,0,1.8309288121759892,50.34128318786621,66.21517181396484,29.25438117980957,24.747874750854493
1985-03-04,36.4119873046875,26.493011474609375,0.006338263959220897,1.3067874908447266,51.686109176048866,64.57433319091797,30.752490997314453,23.806572971754807
1985-03-05,33.73699951171875,25.75,0.21423339765169658,1.4881419712305068,56.208231658935546,67.14228820800781,35.233158111572266,17.811732902069092
1985-03-06,34.477996826171875,25.483001708984375,0,1.0405525284317823,53.72930776155912,67.6553955078125,32.22304153442383,20.815444351783167
1985-03-07,33.2349853515625,25.239013671875,0.23400880477856845,1.0039866399765014,56.55556503295898,70.515869140625,36.634395599365234,19.737215604492185
1985-03-08,35.592987060546875,25.4639892578125,0,1.4028608340483446,47.808982849121094,62.10321807861328,27.28648567199707,24.90121810314472
1985-03-09,35.134002685546875,25.285003662109375,0,1.5757349088788033,45.239912033081055,61.38993453979492,23.27981185913086,29.721972515625
1985-03-10,34.652008056640625,24.3590087890625,0,1.3372061427396078,50.0063817684467,66.18574523925781,26.566434860229492,24.296366195913457
1985-03-11,34.40301513671875,25.063995361328125,0,1.0030126383900642,53.199258422851564,66.92848205566406,34.714168548583984,27.925235156250004
1985-03-12,33.488006591796875,24.829010009765625,0.047537027295710195,1.2681178897619247,56.981051224928635,71.55984497070312,34.40193557739258,18.950465985576923
1985-03-13,33.6610107421875,24.9530029296875,0,1.6519781106710434,52.399898834228516,69.62004089355469,32.405113220214844,27.631151594604496
1985-03-14,33.428985595703125,25.040008544921875,0,1.6129692517794096,44.16402706733117,60.343406677246094,24.594301223754883,24.792388566706727
1985-03-15,34.9110107421875,23.57501220703125,0,1.7275665280995545,47.62101017987287,64.6375961303711,27.234294891357422,28.834649298095705
1985-03-16,34.595001220703125,24.852996826171875,0,1.3199976914458804,50.52177061858001,65.54814910888672,32.12849807739258,25.26735701599121
1985-03-17,35.230987548828125,25.177001953125,0.009155276711680926,1.1780533440135144,49.106563285545064,66.29681396484375,32.15207290649414,23.24245455703735
1985-03-18,36.99200439453125,25.696990966796875,0,0.6270168156630395,54.183649910820854,67.49214172363281,31.760831832885742,17.06245309448242
1985-03-19,31.27899169921875,25.1300048828125,0,1.3086393308584336,53.151287643997755,65.85847473144531,39.66124725341797,19.01669803161621
1985-03-20,32.691986083984375,25.10101318359375,0.01525878360553179,0.8712481226625473,52.947376816361036,69.92324829101562,38.41864013671875,20.453803173828128
1985-03-21,31.2969970703125,23.7659912109375,0,0.9629587364831457,55.926350911458336,75.16388702392578,42.2554931640625,13.789054656982422
1985-03-22,34.20001220703125,23.25201416015625,0,1.2659334899098784,49.748190773857964,72.83674621582031,31.626596450805664,24.559451171875004
1985-03-23,35.126007080078125,24.704986572265625,0,1.8409644406702783,48.776654702645764,71.39949798583984,29.848140716552734,29.189994372558594
1985-03-24,35.498992919921875,24.6929931640625,0,1.7076625514913488,50.910143322414825,69.26445007324219,31.27889060974121,26.917454296875
